,ebtda-margin,gross-profit-margin,cogs-margin,eps-earnings-per-share-diluted,all-fundamental-variables,price-pairs
HBAN_ONB,,0.9698542164084525,0.9698542164084524,-0.6836164256360777,0.683616425636076,
PFC_UCBI,,0.9695080136473555,0.9695080136473555,-0.6464293151792808,0.64642931517928,
EBTC_ORRF,,0.9694066504041815,0.9694066504041821,0.39639714798305425,0.3963971479830547,
CHCO_EFSC,,0.9693640342564889,0.9693641069788426,-0.7538854744955092,0.7538853051567579,
FCCO_UCBI,,0.9690455631996046,0.9690455631996046,0.614762719372023,0.6147627193720221,
EFSC_UCBI,,0.9689567874891359,0.9689567618144921,0.7225705102009955,0.7225706248194076,
AUB_HBAN,,0.9687953179534123,0.9687953179534124,-0.622947741700282,0.6229477417002801,
BRKL_TRST,,0.9687388391870702,0.9687388391870704,0.9177598500562479,0.9177598500562476,0.9132929263216938
BRKL_HAFC,,0.9687241867090767,0.9687241867090767,-0.48564216210315586,0.48564216210315553,0.7883973231017402
BRKL_CHCO,,0.9686788935330606,0.9686788935330602,0.8558891772530539,0.855889177253054,
BRKL_CBSH,,0.9683621045786586,0.9683621045786585,0.9583190312179669,0.9583190312179669,0.905507201044852
NWFL_UCBI,,0.9677455062681085,0.9677455062681082,-0.23309491360489012,0.2330949136048913,
CIVB_NWFL,,0.9676989640278187,0.967698964027819,0.6919785329249387,0.6919785329249392,0.9064708005187411
LARK_UCBI,,0.9674515240818814,0.9674515240818813,-0.5554480762847436,0.555448076284744,
HAFC_ORRF,,0.9672881897861624,0.9672881897861624,0.1865184815798074,-0.18651848157980858,
CIVB_HFWA,,0.9672651015785607,0.9672651015785612,-0.8534675330696737,0.8534675330696739,0.9330352556194889
HBCP_TRST,,0.9666857172428069,0.9666857659770929,0.8722300148478667,0.8722292487454003,
HBCP_WTFC,,0.9665974087871995,0.9665971582920175,0.9497872695800353,0.9497867082190214,
HBNC_NWFL,,0.9664337378395793,0.966433737839579,0.9027504878608371,0.9027504878608376,0.7929341760088916
GLBZ_TSBK,,0.9659718983750064,0.9659721028926698,0.30091717573677934,-0.300924169109864,
PWOD_SSB,,0.9658425008576487,0.9658425008576481,0.474254406246878,0.4742544062468794,
BRKL_EFSC,,0.9654264028067572,0.9654263935343022,-0.796347742982129,0.7963476290249876,0.9333098693407663
AUB_ORRF,,0.965073268676541,0.9650732686765406,0.24245246866734388,0.24245246866734346,
OFLX_PCRX,,0.9646751473610558,0.9646751473610558,-0.6121719065708414,0.612171906570841,
CBSH_HBAN,,0.9645273203067869,0.9645273203067884,-0.4915501192810079,0.4915501192810071,
HAFC_ONB,,0.9642792561069341,0.9642792561069343,-0.7581659712908222,0.7581659712908217,0.7658469971150696
NWFL_PEBO,,0.9642283312807662,0.9642283312807665,0.7129684977262731,0.7129684977262739,0.8991146900389847
FBIZ_FCCO,,0.9641414302148019,0.964141430214802,-0.5606812723686934,0.5606812723686939,0.871538329832987
BFIN_HAFC,,0.964038577707799,0.9640385777077988,0.11150156765418022,0.11150156765417947,0.8134569064160792
CIVB_UBOH,,0.9639803030746464,0.9639786096341552,0.8844921122048893,0.8844916989773757,0.9297269321098987
NWFL_UBOH,,0.9636593216224613,0.9636568052049874,0.7744813094824051,0.7744819791545008,0.7695156975191901
FMNB_HFWA,,0.9636412720192682,0.9636412720192681,-0.8520877474982993,0.8520877474982984,
EBTC_EFSC,,0.9632407139604382,0.963240723094377,-0.7947737812143258,0.7947736752366803,0.9472899212846533
AUB_BRKL,,0.9631541555210074,0.9631541555210074,0.9466917651220497,0.9466917651220497,0.9404709735866582
CHCO_TRST,,0.9631335108491407,0.9631335108491402,0.9461512077284575,0.9461512077284572,
EA_TSBK,,0.963133291193557,0.9631332911935571,0.7928291113834227,0.7928291113834234,
FCCO_GLBZ,,0.9629131717400113,0.9629126270509822,-0.23031685252614983,0.2303188189702842,0.704397406610633
FBIZ_NWFL,,0.9627916500380715,0.9627916500380713,0.8217640905292836,0.8217640905292839,0.7991525755258403
FCCO_UBOH,,0.962350593748435,0.9623502835281831,-0.4436917634168627,0.44369441028013346,0.9017367279991776
FMNB_PFC,,0.9622107065421882,0.9622107065421877,0.8686522173786531,0.8686522173786531,
AUB_EBTC,,0.9621991469096048,0.9621991469096048,0.9467075170272329,0.9467075170272331,0.9508610339687938
HBNC_LARK,,0.962134562743669,0.9621345627436687,0.7210813038431244,0.7210813038431244,0.9481216846952729
AUB_CBSH,,0.9620749306192988,0.9620749306192999,0.971477719338044,0.971477719338044,0.9567385455534302
EFSC_FMNB,,0.9619060334383225,0.9619059444140994,-0.7066023637410616,0.7066022349648315,
EFSC_NWFL,,0.9618848245044657,0.9618848367745422,-0.5989848699850431,0.5989845891208023,0.9174012726315812
EFSC_HBNC,,0.9618740924111423,0.9618740363274588,-0.8103239860793697,0.8103238494088114,0.9223441025754939
CBSH_EFSC,,0.9616018984644965,0.9616018112400359,-0.8294875769085612,0.8294875007618141,0.9327661930257202
BFIN_ONB,,0.9612243889521406,0.9612243889521408,-0.35664511460410814,0.35664511460410697,0.6874383481296711
HFWA_PNRG,,0.9610513811420719,0.9610513811420501,0.3994468332449677,0.37955905126871115,
NWFL_PFC,,0.9610127825177981,0.9610127825177981,0.7692423963293297,0.7692423963293308,0.8815587201341603
CIVB_FBIZ,,0.9608378935343095,0.9608378935343097,0.8823803928999066,0.8823803928999063,0.8556126485891424
EA_NVDA,,0.95991630179334,0.9599163017933402,0.4225675412730586,0.42256754127305834,0.7296972763068501
LNT_SBAC,,0.9596513518808131,0.9596513518808136,-0.8016925543824818,0.8016925543824838,
FCCO_NVDA,,0.959484746823432,0.959484746823432,0.3826390160508226,0.38263901605082223,0.5289400615567091
CIVB_EFSC,,0.9594128471821349,0.9594127838574982,-0.7759358536774262,0.7759357808847019,0.982316602373463
NWFL_WTFC,,0.9594038513779533,0.9594037685796591,0.8406923978965215,0.840692530360068,
HBNC_UCBI,,0.959334828632205,0.9593348286322048,-0.5827273316467066,0.5827273316467073,
AUB_TRMK,,0.9593096238824314,0.9593096512683369,0.4392952787475952,0.43929540758644425,0.9454956782020206
HBNC_PFC,,0.9591915327845153,0.9591915327845147,0.9202997725144408,0.9202997725144404,0.9725186358632183
EFSC_UBOH,,0.9586244723273064,0.958622011242397,-0.6999826943324946,0.699984531497296,0.892052847100835
BOKF_FITB,,0.9581560157137686,0.9581560157137684,0.8791961604235424,0.8791961604235429,
CIVB_CVBF,,0.9578738403960348,0.9578738403960353,0.9305457608221237,0.9305457608221238,
CBSH_SSB,,0.9576807496290004,0.9576807496290015,0.8232633870533408,0.8232633870533409,0.8543068990931467
BRKL_HBNC,,0.9576424534946435,0.9576424534946434,0.8913806498863499,0.8913806498863494,0.9459920028979049
BRKL_FMNB,,0.9575960817134084,0.957596081713408,0.8445797602203831,0.8445797602203828,
EBTC_PWOD,,0.9575529146754612,0.9575529146754623,0.5252207010553592,0.5252207010553595,
CBSH_FMNB,,0.9572598092360202,0.9572598092360202,0.9336453750823552,0.9336453750823552,
LARK_UBOH,,0.9572387334309235,0.9572372113192248,0.8994771561137173,0.8994766449169618,0.9522489594284261
CHCO_NWFL,,0.9572202130210014,0.9572202130210016,0.8593673421855963,0.8593673421855965,
CBSH_ONB,,0.9571797689746646,0.9571797689746645,0.8744655465422243,0.8744655465422251,0.974410753063437
EFSC_FBIZ,,0.9569689456370993,0.95696892686654,-0.8113467817873827,0.811346595163663,0.8886284751230673
BRKL_NWFL,,0.9568738419788473,0.9568738419788475,0.8319604668035794,0.8319604668035797,0.8301199667311501
CBSH_HAFC,,0.956800228578584,0.9568002285785854,-0.5239265535978507,0.5239265535978515,0.6388335389717538
HFWA_SSB,,0.9564828026007168,0.9564828026007165,-0.921398968047423,0.9213989680474224,0.8368994175422988
EBTC_WTFC,,0.95600269344813,0.9560026226497141,0.9630483952445024,0.9630485058690266,
BRKL_HBAN,,0.955622969659636,0.9556229696596359,-0.4633397559228085,0.4633397559228064,
EBTC_FMNB,,0.9555308935483864,0.955530893548386,0.9610787636662493,0.9610787636662494,
HBCP_ONB,,0.9553267448246445,0.9553253629673666,0.8492978932471185,0.8492991942065365,
BRKL_ONB,,0.9549651053399187,0.9549651053399183,0.8250997733024968,0.8250997733024964,0.9284684809281117
EBTC_TRST,,0.9548266918682891,0.9548266918682888,0.9478602397722317,0.9478602397722314,0.8740870544022947
BRKL_ORRF,,0.9546765087716454,0.9546765087716453,0.33794754098856056,0.3379475409885602,
HBCP_PWOD,,0.9546031675544866,0.9546025264782456,0.42294849749667784,0.4229529012935475,
CIVB_LARK,,0.9545760952339235,0.9545760952339235,0.7824133011485207,0.7824133011485203,0.9619345862700501
CBSH_HFWA,,0.954541895989317,0.9545418959893158,-0.9233076519398664,0.9233076519398661,0.9001072359257745
CVBF_GLBZ,,0.9544088040086561,0.9544067960369129,-0.11621642027293609,-0.1162239372480956,
EFSC_HBCP,,0.9539322413518895,0.9539321523336846,-0.7585613215264643,0.7585619391522539,
HAFC_HBCP,,0.9536719645683406,0.9536712829665193,-0.47675369399794415,0.47675634563462893,
HBCP_PFC,,0.9536209479897991,0.9536207794575265,0.9751336844736069,0.9751333187293386,
CVBF_UBOH,,0.9534536950915857,0.9534531691451692,0.9110405558367816,0.9110412575611344,
HBAN_ORRF,,0.9533882759901535,0.953388275990153,0.09534862284006206,-0.09534862284006364,
FMNB_WTFC,,0.9533519771122358,0.9533518172801915,0.9065154073795622,0.90651562230255,
HFWA_PFC,,0.9530347531321187,0.9530347531321187,-0.9308346796101621,0.9308346796101619,0.9364031363847674
EFSC_SSB,,0.9527656924503366,0.9527656574971858,-0.7626223904219529,0.762622303746878,0.9241359956736546
EFSC_PFC,,0.9526827731194226,0.9526826633831086,-0.8343317905724162,0.8343317686993783,0.9614720425649083
LARK_PEBO,,0.9526356995711037,0.9526356995711039,0.39622609683388627,0.39622609683388615,0.9417036931632281
ONB_PFC,,0.9525584436164081,0.9525584436164077,0.8969812654595054,0.8969812654595051,0.9694860010610165
CHCO_ONB,,0.9524770013163194,0.9524770013163194,0.8370928855054203,0.8370928855054213,
NVEC_PCRX,,0.952361703257612,0.9523613507629434,-0.5545522417738851,0.5545845354850689,
HFWA_NWFL,,0.9520498855682065,0.9520498855682068,-0.7365468696515166,0.7365468696515164,0.9086557421494085
CBSH_HBNC,,0.9517085633467557,0.9517085633467551,0.9626447941289291,0.9626447941289291,0.905834335122504
CIVB_HBNC,,0.9515950041935609,0.9515950041935611,0.8880864787583306,0.8880864787583302,0.9482787364144633
ORRF_TRMK,,0.9515009788983784,0.9515010505654327,0.14441878599184868,0.14441878873423808,
BRKL_PWOD,,0.9514771929354345,0.9514771929354351,0.5019288803281242,0.5019288803281248,
BFIN_BRKL,,0.9513499626643364,0.9513499626643369,-0.4169308039526527,0.416930803952652,0.8122481453349703
HAFC_PWOD,,0.9513162110282809,0.9513162110282805,-0.7299156217770036,0.7299156217770026,
BFIN_HBAN,,0.9512359139268853,0.9512359139268856,0.14175584904003818,0.14175584904003802,
BRKL_HFWA,,0.9511740348567258,0.9511740348567251,-0.9332602901847348,0.9332602901847342,0.9294809824874988
INCY_SCOR,,0.9507484244222294,,0.19658308727713494,-0.20403829990462474,
PEBO_TSBK,,0.950550134533594,0.9505501345335938,-0.7802902386441309,0.7802902386441312,
EFSC_ONB,,0.9503247352773627,0.9503246815530595,-0.9015171313145046,0.9015171699182541,0.9668074481783271
AUB_SSB,,0.9501751189583548,0.9501751189583553,0.8475828164539937,0.8475828164539932,0.9611824333866371
GLBZ_NVDA,,0.950093078043573,0.9500947408025925,0.12562640221642432,-0.1256337953295264,0.34366905783214696
HBCP_SSB,,0.9499919352360944,0.9499909738885947,0.812784507672549,0.8127832939153514,
AUB_ONB,,0.9497141346921387,0.9497141346921391,0.9289802373094228,0.9289802373094226,0.9905652635039135
EFSC_PEBO,,0.9496177925041079,0.9496178242283665,-0.8381510515559167,0.8381509024115825,0.9604466908394306
EBTC_HBAN,,0.9494862373521882,0.9494862373521884,-0.43276324945505185,0.43276324945505046,
EBTC_ONB,,0.949408073391477,0.9494080733914769,0.8772837177414221,0.8772837177414228,0.9476774494607227
CIVB_FCCO,,0.949330702865985,0.9493307028659856,-0.5036074637366693,0.5036074637366695,0.9849323683341297
FMNB_UCBI,,0.949250817860648,0.9492508178606479,-0.34243569505057586,0.34243569505057614,
ONB_TRMK,,0.9490193962986421,0.9490194782675633,0.5896934745831117,0.5896936371683245,0.9558101793606327
EBTC_NWFL,,0.947956026163926,0.9479560261639258,0.8840425908333523,0.8840425908333525,0.8068630259676349
FBIZ_HBNC,,0.9476888020902268,0.9476888020902273,0.9149536919091712,0.9149536919091712,0.7839422092922037
FMNB_NWFL,,0.9476741508268535,0.9476741508268537,0.8982237843035012,0.8982237843035016,
BFIN_HBCP,,0.9476654605086589,0.9476635072583073,-0.43790717735609036,0.43790322426299066,
AUB_HBCP,,0.9475566720374372,0.9475565275532074,0.9521860300316644,0.9521867275774499,
BFIN_ORRF,,0.9471654176131515,0.9471654176131518,-0.8599006545130562,0.8599006545130555,
HBNC_HFWA,,0.9470258729008557,0.9470258729008564,-0.8604882147232469,0.8604882147232463,0.8965486835446819
PNRG_UCBI,,0.9467367304765241,0.9467367304765767,0.3862573604581898,0.3527471327506258,
CTAS_SBUX,,0.9466730403341665,0.9466730686534552,0.7980983406565282,0.7980982990134045,
CHCO_ORRF,,0.9464322384151485,0.9464322384151479,0.4430644925889687,0.4430644925889679,
EA_LNT,,0.9463055099533594,0.9463055099533594,-0.7505983469051378,0.750598346905139,
EFSC_TRST,,0.9460745726610991,0.9460746625501624,-0.8006115457069923,0.8006113390652214,0.9238379897600941
CBSH_PFC,,0.9457750314486569,0.9457750314486567,0.9735765655192984,0.9735765655192984,0.9561091499973362
BFIN_EBTC,,0.9457718882782226,0.9457718882782237,-0.43229335830199667,0.4322933583019967,0.7448060951370448
CIVB_WTFC,,0.9454586390729575,0.9454584740051147,0.9094153906853946,0.9094153403741099,
FMNB_HBCP,,0.9453517422937037,0.9453518867483228,0.9034156968920607,0.9034152672036008,
CBSH_EBTC,,0.9451235832198459,0.9451235832198462,0.9779752029413146,0.9779752029413145,0.912047033761251
FBIZ_PFC,,0.9450330470726673,0.9450330470726672,0.8902918574455563,0.8902918574455562,0.855601698956773
CVBF_FBIZ,,0.9446133086279713,0.9446133086279711,0.9045634501712463,0.9045634501712463,
LARK_PFC,,0.9443965459874685,0.9443965459874681,0.7138808047721817,0.7138808047721806,0.9576953436417779
HFWA_TRST,,0.9443767424314993,0.9443767424314996,-0.8301404179951642,0.8301404179951636,0.9244626619979777
BRKL_WTFC,,0.9439879581774384,0.943987850165927,0.9411784829160701,0.9411785514956255,
FMNB_HBNC,,0.9438689603240772,0.9438689603240775,0.9257494536586136,0.9257494536586135,
FMNB_HAFC,,0.9438263486827589,0.9438263486827578,-0.3415283428572523,0.34152834285725187,
HFWA_LARK,,0.94316841531314,0.9431684153131398,-0.6354353407237504,0.6354353407237501,0.8535786967274821
HFWA_PEBO,,0.9429492666243952,0.9429492666243957,-0.7192328582658606,0.7192328582658613,0.8937239450438235
AUB_EFSC,,0.9427633211529755,0.9427632734260661,-0.9032580906914246,0.9032580617872735,0.9731253971863864
ONB_WTFC,,0.9425956011573703,0.9425955727870164,0.8205292728516992,0.8205292358731818,
BRKL_PFC,,0.9422576697796199,0.9422576697796193,0.9619871333413779,0.9619871333413781,0.962650926951037
AUB_BFIN,,0.9418076476564887,0.9418076476564884,-0.354745573280851,0.3547455732808497,0.7289662714007732
CBSH_HBCP,,0.9414781489460098,0.9414773311215127,0.9682605376971272,0.9682606655807091,
CVBF_PNRG,,0.9401480742563454,0.9401480742564013,-0.40240251403485905,0.38230846857736545,
HBCP_HFWA,,0.9400682196846636,0.9400681236603254,-0.9293238269033065,0.9293241351373025,
LARK_NWFL,,0.9399649795408709,0.9399649795408707,0.4983339665487589,0.49833396654875955,0.8260601473771346
CVBF_HFWA,,0.9399054895028669,0.9399054895028666,-0.8683946597226864,0.8683946597226857,
BFIN_CBSH,,0.9398882592357187,0.9398882592357204,-0.38337529921883245,0.3833752992188317,0.6062056303322485
CONN_LNT,,0.9396084754907532,0.9396084963004718,0.20797462374055659,0.20797462927903324,
HBCP_ORRF,,0.9395853934004528,0.9395850576112899,0.38259901925077405,0.38259196812773094,
CBSH_LARK,,0.9394681535470112,0.9394681535470099,0.6853639588880749,0.6853639588880746,0.9202468026823565
EFSC_HAFC,,0.9390573133300933,0.9390572617263836,0.8652086716063349,0.8652088151379883,0.7907857641631696
LNT_OFLX,,0.9388579693176241,0.9388579693176242,0.9160370129640517,0.9160370129640516,
BFIN_TRMK,,0.9387634087235646,0.9387634738327093,-0.22421222695753326,0.22421233338343785,0.7065226830469765
EBTC_TRMK,,0.9387138348697064,0.9387138050907837,0.44011835250913345,0.440118330591429,0.9269687199778793
CHCO_WTFC,,0.9386008435777888,0.9386007997875092,0.9359105503653221,0.9359106416670255,
GLBZ_PEBO,,0.9381733871732214,0.9381726104419332,-0.06285961034321501,-0.06286531286753543,0.7415929878610247
RDI_RRGB,,0.9381546145847138,0.9381548415403437,0.7811492650009517,0.7811493722573883,
PWOD_WTFC,,0.9379885737711166,0.9379885155684317,0.39254027411314923,0.39254039647696215,
CPHC_CTAS,,0.9377885897725856,0.9377943254461483,0.7895241685868202,0.7894982221817902,
NVEC_OFLX,,0.9376937802518719,0.9376902448527474,0.5356923885434427,0.5356923961204229,
EFSC_WTFC,,0.9373004563537974,0.9373002379915004,-0.7662849688498852,0.7662849120651734,
FCCO_LARK,,0.9372793403056129,0.9372793403056124,-0.4257733225809317,0.42577332258093203,0.953049915491255
HBNC_TRST,,0.9371308787027721,0.937130878702772,0.9362579947935057,0.9362579947935054,0.8963780900452739
EXLS_LKQ,,0.9369448113099385,0.9369447655960756,0.967214906068832,0.9672148611105699,0.9168448233303161
CVBF_NVDA,,0.9368905721577582,0.9368905721577586,-0.8863420446408662,0.8863420446408656,
ONB_SSB,,0.9368254007200408,0.9368254007200411,0.7173566797709015,0.7173566797708999,0.9306882111014119
HBNC_UBOH,,0.9365421982594319,0.9365398658029956,0.9134068699871578,0.9134076211716293,0.944203624872997
CHCO_HAFC,,0.9363378603085298,0.9363378603085297,-0.40696207772203447,0.40696207772203563,
BFIN_PWOD,,0.9356867097133242,0.9356867097133238,0.062416484072493936,-0.062416484072493277,
LKQ_MSFT,,0.9351602078651311,0.9351601168899834,0.9363120702576978,0.9363120999077555,
SSB_WTFC,,0.935139531412281,0.9351393868872432,0.7828339614334476,0.7828341115367474,
BFIN_SSB,,0.9349564193898005,0.9349564193898006,-0.4607572523160994,0.4607572523160975,0.7474926871774734
HBCP_HBNC,,0.9347364448094228,0.9347359222589483,0.9096161767923331,0.9096174456972003,
CPHC_LNT,,0.9342853068625956,0.9342966747323714,0.7066387805449709,0.7066132028403304,
AUB_FMNB,,0.9336516903386495,0.9336516903386488,0.8758984426325889,0.8758984426325889,
EA_FCCO,,0.933592766067185,0.9335927660671852,0.5399798131050495,0.5399798131050506,0.9076007843370878
FMNB_PWOD,,0.9333535300695521,0.9333535300695516,0.4477582387457073,0.4477582387457083,
EFSC_HBAN,,0.9331284301153518,0.9331283380734517,0.867468287992111,0.8674684307968128,
HFWA_UBOH,,0.9331087233879755,0.9331057452763388,-0.7908698113946813,0.7908677021414058,0.8174147290353759
NSIT_VLGEA,,0.9328363025513812,0.9328366714635199,-0.3927674984114474,-0.39276609762219344,0.517463010167877
FCCO_NWFL,,0.9327228981797709,0.9327228981797709,-0.28144617846882675,0.28144617846882836,0.9305632414343178
UCBI_WTFC,,0.9323153513094812,0.9323152092624034,-0.5764057736335308,0.5764054104660724,
PEBO_PFC,,0.9312702861895406,0.9312702861895404,0.8021888774865963,0.8021888774865968,0.9517971394496947
CHCO_HBNC,,0.9312043416959913,0.9312043416959915,0.9470115744199539,0.9470115744199544,
HBNC_PEBO,,0.9311998345077693,0.9311998345077698,0.8439795042335344,0.8439795042335342,0.9398089967826108
PFC_SSB,,0.9311302886530493,0.9311302886530489,0.8410705079889074,0.8410705079889066,0.9201337349237801
CDXC_IMKTA,,0.9310895896426059,0.9310870462992847,0.28967955506124865,-0.2896667886683359,-0.08288699693006958
HBNC_WTFC,,0.9309729772678811,0.9309728481928753,0.9374176029524102,0.9374176334940792,
CVBF_LARK,,0.9308845549539267,0.9308845549539264,0.7324955580107392,0.7324955580107387,
CPHC_EA,,0.9308645182176462,0.9308723626408589,-0.3457757712753045,0.3457335799067765,
HBAN_HBCP,,0.930164283596982,0.930162972274363,-0.4164190169360113,0.4164204821313388,
HAFC_WTFC,,0.9301369310694857,0.9301368575838148,-0.4332782585754683,0.4332782065412648,
CHCO_HBAN,,0.9301129186268257,0.9301129186268251,-0.37817993310360376,0.37817993310360387,
CIVB_HBCP,,0.9300975247888358,0.930098445112761,0.8983838016601874,0.8983834542226886,
AUB_CHCO,,0.9298021114851674,0.9298021114851674,0.8782690927488201,0.8782690927488207,
PFC_UBOH,,0.929662851478396,0.9296593660360359,0.8583150668097708,0.8583146957337526,0.9330715610402973
TSBK_UCBI,,0.92962512177127,0.9296251217712705,0.6759407313656511,0.6759407313656515,
SCOR_USAU,,0.9294078075918312,-0.8662324691831786,0.4809259893135351,0.535856777243961,
CHCO_UBOH,,0.9294007164506989,0.9293974984376648,0.9357536503596853,0.9357532498628136,
SSB_TRST,,0.9288273828062138,0.9288273828062136,0.801736982319557,0.8017369823195568,0.9259912716574974
EBTC_HBNC,,0.9282981811484075,0.9282981811484072,0.9695324928865586,0.9695324928865582,0.9567960671936905
CIVB_SSB,,0.9279957019059475,0.9279957019059478,0.6971083352365882,0.6971083352365872,0.9167026644282348
LNT_NVDA,,0.9279469434637333,0.9279469434637334,-0.7981800721667753,0.7981800721667744,
BOKF_TRMK,,0.9278129541913048,0.9278129752081348,0.5283934472302693,0.5283931557127152,0.9129750198271135
CIVB_SHBI,,0.9276352129738208,0.9276352129738218,0.637257356667261,0.6372573566672601,0.8850206731276856
PNRG_TREE,,0.9276241429917624,0.9276241429917002,-0.36751955012903453,-0.3848904829061734,
CIVB_PNRG,,0.9276186020372803,0.9276186020372819,-0.32929426075401785,0.30693537395404996,
GLBZ_PRFT,,0.9267735216115665,0.9267741857755604,-0.02478243642249514,-0.024789656377408723,0.6152579455685464
EBTC_HFWA,,0.9266428090133552,0.9266428090133546,-0.9040555921449043,0.9040555921449043,0.8827816375631444
FITB_TRMK,,0.9260410092959738,0.9260411551276357,0.3930620305741512,0.3930620216306326,
FMNB_LARK,,0.9260060041148197,0.9260060041148191,0.7000355260432477,0.7000355260432478,
EBTC_PFC,,0.9257193315369132,0.9257193315369125,0.9545286528160644,0.9545286528160647,0.9615380811496725
CCOI_NSIT,,0.9255797121296999,0.9255797044240192,-0.33896640814595774,0.33896736981319153,0.9233450641600841
EA_SBAC,,0.9252749742097905,0.9252749742097914,0.4359063398156608,0.43590633981566534,
CHCO_SSB,,0.9252162351506039,0.9252162351506042,0.7207601266138542,0.7207601266138542,
NWFL_SSB,,0.9246872898387448,0.9246872898387455,0.6919901353918901,0.6919901353918916,0.7857985586828995
HBCP_UCBI,,0.9246135247653695,0.9246136069128328,-0.5417670265178361,0.5417690737473031,
CBSH_TRMK,,0.9240401525439272,0.9240402371694505,0.42968052366185033,0.429680456917116,0.9276215128643013
HQI_STCN,,0.9240240039064141,0.9240237123218034,0.8194904384020629,-0.31345250000503777,
NVDA_PEBO,,0.9236490604090585,0.9236490604090581,-0.8400425444644035,0.840042544464403,0.592744924864863
